,dance_id,season,week,couple,dance,music,judge,judge_score,total_score,result,score_type,film,broadway_show,classical_music,television_show,team_captain,guest_judge,original_couple,dance_chosen_by,disney_film,tv_show,genre,elvis_music,cirque_du_soleil_show,trio_partner,james_bond_film,dance_&_theme,film_series,music_by_britney_spears,era,musical,music_from_grease,michael_buble_music,horror_film_show,music_by_queen,mentor,villain,music_by_janet_jackson,trio_dance_partner,icon,film_theme,dynamic_duo,professionals,cher_music,icons,stevie_wonder_music,motown_music,couple_list,couple_count,judge_score_count,judge_count
34,453,10,Week 4: Double-score Week,Chad & Cheryl,Rumba,"""Try Sleeping with a Broken Heart""—Alicia Keys",Carrie Ann Inaba,8,23,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
34,453,10,Week 4: Double-score Week,Chad & Cheryl,Rumba,"""Try Sleeping with a Broken Heart""—Alicia Keys",Len Goodman, 7,23,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
34,453,10,Week 4: Double-score Week,Chad & Cheryl,Rumba,"""Try Sleeping with a Broken Heart""—Alicia Keys",Bruno Tonioli, 8,23,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
35,454,10,Week 4: Double-score Week,Pamela & Damian,Rumba,"""I Can't Make You Love Me""—Bonnie Raitt",Carrie Ann Inaba,8,24,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pamela & Damian'],1,3,3
35,454,10,Week 4: Double-score Week,Pamela & Damian,Rumba,"""I Can't Make You Love Me""—Bonnie Raitt",Len Goodman, 7,24,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pamela & Damian'],1,3,3
35,454,10,Week 4: Double-score Week,Pamela & Damian,Rumba,"""I Can't Make You Love Me""—Bonnie Raitt",Bruno Tonioli, 9,24,Safe,performance_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pamela & Damian'],1,3,3
0,0,2,Week 1,George & Edyta,Cha-cha-cha,"""Oye Como Va""—Santana",Carrie Ann Inaba,7,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
0,0,2,Week 1,George & Edyta,Cha-cha-cha,"""Oye Como Va""—Santana",Len Goodman, 5,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
0,0,2,Week 1,George & Edyta,Cha-cha-cha,"""Oye Como Va""—Santana",Bruno Tonioli, 6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
1,1,2,Week 1,Lisa & Louis,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Aretha Franklin",Carrie Ann Inaba,5,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
1,1,2,Week 1,Lisa & Louis,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Aretha Franklin",Len Goodman, 7,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
1,1,2,Week 1,Lisa & Louis,Waltz,"""(You Make Me Feel Like) A Natural Woman""—Aretha Franklin",Bruno Tonioli, 7,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
2,2,2,Week 1,Kenny & Andrea,Cha-cha-cha,"""Hot Stuff""—Donna Summer",Carrie Ann Inaba,4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kenny & Andrea'],1,3,3
2,2,2,Week 1,Kenny & Andrea,Cha-cha-cha,"""Hot Stuff""—Donna Summer",Len Goodman, 5,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kenny & Andrea'],1,3,3
2,2,2,Week 1,Kenny & Andrea,Cha-cha-cha,"""Hot Stuff""—Donna Summer",Bruno Tonioli, 4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kenny & Andrea'],1,3,3
3,3,2,Week 1,Stacy & Tony,Waltz,"""I Wonder Why""—Curtis Stigers",Carrie Ann Inaba,8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
3,3,2,Week 1,Stacy & Tony,Waltz,"""I Wonder Why""—Curtis Stigers",Len Goodman, 6,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
3,3,2,Week 1,Stacy & Tony,Waltz,"""I Wonder Why""—Curtis Stigers",Bruno Tonioli, 8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
4,4,2,Week 1,Drew & Cheryl,Cha-cha-cha,"""She Bangs""—Ricky Martin",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
4,4,2,Week 1,Drew & Cheryl,Cha-cha-cha,"""She Bangs""—Ricky Martin",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
4,4,2,Week 1,Drew & Cheryl,Cha-cha-cha,"""She Bangs""—Ricky Martin",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
5,5,2,Week 1,Tia & Maks,Waltz,"""What a Wonderful World""—Louis Armstrong",Carrie Ann Inaba,6,20,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
5,5,2,Week 1,Tia & Maks,Waltz,"""What a Wonderful World""—Louis Armstrong",Len Goodman, 7,20,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
5,5,2,Week 1,Tia & Maks,Waltz,"""What a Wonderful World""—Louis Armstrong",Bruno Tonioli, 7,20,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
6,6,2,Week 1,Master P & Ashly,Cha-cha-cha,"""I Want You Back""—The Jackson 5",Carrie Ann Inaba,4,12,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
6,6,2,Week 1,Master P & Ashly,Cha-cha-cha,"""I Want You Back""—The Jackson 5",Len Goodman, 4,12,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
6,6,2,Week 1,Master P & Ashly,Cha-cha-cha,"""I Want You Back""—The Jackson 5",Bruno Tonioli, 4,12,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
7,7,2,Week 1,Giselle & Jonathan,Waltz,"""I Never Loved a Man (The Way I Love You)""—Roxette",Carrie Ann Inaba,7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
7,7,2,Week 1,Giselle & Jonathan,Waltz,"""I Never Loved a Man (The Way I Love You)""—Roxette",Len Goodman, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
7,7,2,Week 1,Giselle & Jonathan,Waltz,"""I Never Loved a Man (The Way I Love You)""—Roxette",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
8,8,1,Week 1,Joey & Ashly,Cha-cha-cha,"""Crazy in Love""—Beyoncé feat. Jay-Z",Carrie Ann Inaba,7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
8,8,1,Week 1,Joey & Ashly,Cha-cha-cha,"""Crazy in Love""—Beyoncé feat. Jay-Z",Len Goodman, 7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
8,8,1,Week 1,Joey & Ashly,Cha-cha-cha,"""Crazy in Love""—Beyoncé feat. Jay-Z",Bruno Tonioli, 6,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
9,9,2,Week 1,Jerry & Anna,Cha-cha-cha,"""I Like It""—The Blackout All-Stars",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
9,9,2,Week 1,Jerry & Anna,Cha-cha-cha,"""I Like It""—The Blackout All-Stars",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
9,9,2,Week 1,Jerry & Anna,Cha-cha-cha,"""I Like It""—The Blackout All-Stars",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
10,10,2,Week 1,Tatum & Nick,Waltz,"""What the World Needs Now Is Love""—Jackie DeShannon",Carrie Ann Inaba,7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
10,10,2,Week 1,Tatum & Nick,Waltz,"""What the World Needs Now Is Love""—Jackie DeShannon",Len Goodman, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
10,10,2,Week 1,Tatum & Nick,Waltz,"""What the World Needs Now Is Love""—Jackie DeShannon",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
11,11,2,Week 2,Lisa & Louis,Rumba,"""Your Song""—Elton John",Carrie Ann Inaba,6,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
11,11,2,Week 2,Lisa & Louis,Rumba,"""Your Song""—Elton John",Len Goodman, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
11,11,2,Week 2,Lisa & Louis,Rumba,"""Your Song""—Elton John",Bruno Tonioli, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lisa & Louis'],1,3,3
12,12,1,Week 1,Rachel & Jonathan,Waltz,"""Three Times A Lady""—Lionel Richie",Carrie Ann Inaba,7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
12,12,1,Week 1,Rachel & Jonathan,Waltz,"""Three Times A Lady""—Lionel Richie",Len Goodman, 6,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
12,12,1,Week 1,Rachel & Jonathan,Waltz,"""Three Times A Lady""—Lionel Richie",Bruno Tonioli, 7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
13,13,1,Week 1,Evander & Edyta,Cha-cha-cha,"""Respect""—Aretha Franklin",Carrie Ann Inaba,5,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
13,13,1,Week 1,Evander & Edyta,Cha-cha-cha,"""Respect""—Aretha Franklin",Len Goodman, 7,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
13,13,1,Week 1,Evander & Edyta,Cha-cha-cha,"""Respect""—Aretha Franklin",Bruno Tonioli, 6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
14,14,1,Week 1,Kelly & Alec,Waltz,"""I Have Nothing""—Whitney Houston",Carrie Ann Inaba,5,13,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
14,14,1,Week 1,Kelly & Alec,Waltz,"""I Have Nothing""—Whitney Houston",Len Goodman, 4,13,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
14,14,1,Week 1,Kelly & Alec,Waltz,"""I Have Nothing""—Whitney Houston",Bruno Tonioli, 4,13,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
15,15,1,Week 1,John & Charlotte,Cha-cha-cha,"""September""—Earth, Wind & Fire",Carrie Ann Inaba,7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
15,15,1,Week 1,John & Charlotte,Cha-cha-cha,"""September""—Earth, Wind & Fire",Len Goodman, 7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
15,15,1,Week 1,John & Charlotte,Cha-cha-cha,"""September""—Earth, Wind & Fire",Bruno Tonioli, 6,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
16,16,1,Week 1,Trista & Louis,Waltz,"""Come Away with Me""—Norah Jones",Carrie Ann Inaba,6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
16,16,1,Week 1,Trista & Louis,Waltz,"""Come Away with Me""—Norah Jones",Len Goodman, 6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
16,16,1,Week 1,Trista & Louis,Waltz,"""Come Away with Me""—Norah Jones",Bruno Tonioli, 6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
17,17,1,Week 2,Rachel & Jonathan,Rumba,"""I Don't Wanna Miss a Thing""—Aerosmith",Carrie Ann Inaba,8,24,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
17,17,1,Week 2,Rachel & Jonathan,Rumba,"""I Don't Wanna Miss a Thing""—Aerosmith",Len Goodman, 8,24,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
17,17,1,Week 2,Rachel & Jonathan,Rumba,"""I Don't Wanna Miss a Thing""—Aerosmith",Bruno Tonioli, 8,24,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
18,18,2,Week 2,Drew & Cheryl,Quickstep,"""Neutron Dance""—The Pointer Sisters",Carrie Ann Inaba,9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
18,18,2,Week 2,Drew & Cheryl,Quickstep,"""Neutron Dance""—The Pointer Sisters",Len Goodman, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
18,18,2,Week 2,Drew & Cheryl,Quickstep,"""Neutron Dance""—The Pointer Sisters",Bruno Tonioli, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Drew & Cheryl'],1,3,3
19,19,2,Week 2,Tia & Maks,Rumba,"""Emotion""—Destiny's Child",Carrie Ann Inaba,7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
19,19,2,Week 2,Tia & Maks,Rumba,"""Emotion""—Destiny's Child",Len Goodman, 8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
19,19,2,Week 2,Tia & Maks,Rumba,"""Emotion""—Destiny's Child",Bruno Tonioli, 7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tia & Maks'],1,3,3
20,20,2,Week 2,George & Edyta,Quickstep,"""Top Hat, White Tie and Tails""—Fred Astaire",Carrie Ann Inaba,8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
20,20,2,Week 2,George & Edyta,Quickstep,"""Top Hat, White Tie and Tails""—Fred Astaire",Len Goodman, 7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
20,20,2,Week 2,George & Edyta,Quickstep,"""Top Hat, White Tie and Tails""—Fred Astaire",Bruno Tonioli, 7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['George & Edyta'],1,3,3
21,21,2,Week 2,Tatum & Nick,Rumba,"""Careless Whisper""—Wham!",Carrie Ann Inaba,5,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
21,21,2,Week 2,Tatum & Nick,Rumba,"""Careless Whisper""—Wham!",Len Goodman, 6,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
21,21,2,Week 2,Tatum & Nick,Rumba,"""Careless Whisper""—Wham!",Bruno Tonioli, 6,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tatum & Nick'],1,3,3
22,22,2,Week 2,Jerry & Anna,Quickstep,"""If My Friends Could See Me Now""—Sweet Charity",Carrie Ann Inaba,7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
22,22,2,Week 2,Jerry & Anna,Quickstep,"""If My Friends Could See Me Now""—Sweet Charity",Len Goodman, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
22,22,2,Week 2,Jerry & Anna,Quickstep,"""If My Friends Could See Me Now""—Sweet Charity",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
23,23,2,Week 2,Stacy & Tony,Rumba,"""I'm Like a Bird""—Nelly Furtado",Carrie Ann Inaba,9,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
23,23,2,Week 2,Stacy & Tony,Rumba,"""I'm Like a Bird""—Nelly Furtado",Len Goodman, 10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
23,23,2,Week 2,Stacy & Tony,Rumba,"""I'm Like a Bird""—Nelly Furtado",Bruno Tonioli, 10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stacy & Tony'],1,3,3
24,24,1,Week 2,Joey & Ashly,Quickstep,"""You're The One That I Want""—John Travolta & Olivia Newton-John",Carrie Ann Inaba,8,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
24,24,1,Week 2,Joey & Ashly,Quickstep,"""You're The One That I Want""—John Travolta & Olivia Newton-John",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
24,24,1,Week 2,Joey & Ashly,Quickstep,"""You're The One That I Want""—John Travolta & Olivia Newton-John",Bruno Tonioli, 6,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joey & Ashly'],1,3,3
25,25,1,Week 2,Trista & Louis,Rumba,"""Endless Love""—Diana Ross & Lionel Richie",Carrie Ann Inaba,6,19,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
25,25,1,Week 2,Trista & Louis,Rumba,"""Endless Love""—Diana Ross & Lionel Richie",Len Goodman, 7,19,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
25,25,1,Week 2,Trista & Louis,Rumba,"""Endless Love""—Diana Ross & Lionel Richie",Bruno Tonioli, 6,19,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trista & Louis'],1,3,3
26,26,1,Week 2,John & Charlotte,Quickstep,"""Let's Face the Music and Dance""—Irving Berlin",Carrie Ann Inaba,8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
26,26,1,Week 2,John & Charlotte,Quickstep,"""Let's Face the Music and Dance""—Irving Berlin",Len Goodman, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
26,26,1,Week 2,John & Charlotte,Quickstep,"""Let's Face the Music and Dance""—Irving Berlin",Bruno Tonioli, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John & Charlotte'],1,3,3
27,27,1,Week 2,Kelly & Alec,Rumba,"""Hero""—Enrique Iglesias",Carrie Ann Inaba,5,17,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
27,27,1,Week 2,Kelly & Alec,Rumba,"""Hero""—Enrique Iglesias",Len Goodman, 6,17,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
27,27,1,Week 2,Kelly & Alec,Rumba,"""Hero""—Enrique Iglesias",Bruno Tonioli, 6,17,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
28,28,1,Week 2,Evander & Edyta,Quickstep,"""It Don't Mean a Thing""—Duke Ellington",Carrie Ann Inaba,5,14,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
28,28,1,Week 2,Evander & Edyta,Quickstep,"""It Don't Mean a Thing""—Duke Ellington",Len Goodman, 4,14,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
28,28,1,Week 2,Evander & Edyta,Quickstep,"""It Don't Mean a Thing""—Duke Ellington",Bruno Tonioli, 5,14,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
29,29,1,Week 3,Evander & Edyta,Jive,"""Reet Petite""—Jackie Wilson",Carrie Ann Inaba,5,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
29,29,1,Week 3,Evander & Edyta,Jive,"""Reet Petite""—Jackie Wilson",Len Goodman, 4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
29,29,1,Week 3,Evander & Edyta,Jive,"""Reet Petite""—Jackie Wilson",Bruno Tonioli, 4,13,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evander & Edyta'],1,3,3
30,30,2,Week 2,Master P & Ashly,Quickstep,"""Zoot Suit Riot""—Cherry Poppin' Daddies",Carrie Ann Inaba,6,16,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
30,30,2,Week 2,Master P & Ashly,Quickstep,"""Zoot Suit Riot""—Cherry Poppin' Daddies",Len Goodman, 5,16,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
30,30,2,Week 2,Master P & Ashly,Quickstep,"""Zoot Suit Riot""—Cherry Poppin' Daddies",Bruno Tonioli, 5,16,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Master P & Ashly'],1,3,3
31,31,2,Week 2,Giselle & Jonathan,Rumba,"""Take My Breath Away""—Berlin",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
31,31,2,Week 2,Giselle & Jonathan,Rumba,"""Take My Breath Away""—Berlin",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
31,31,2,Week 2,Giselle & Jonathan,Rumba,"""Take My Breath Away""—Berlin",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Giselle & Jonathan'],1,3,3
32,32,2,Week 3,Jerry & Anna,Jive,"""Do You Love Me""—The Contours",Carrie Ann Inaba,7,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
32,32,2,Week 3,Jerry & Anna,Jive,"""Do You Love Me""—The Contours",Len Goodman, 6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
32,32,2,Week 3,Jerry & Anna,Jive,"""Do You Love Me""—The Contours",Bruno Tonioli, 6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jerry & Anna'],1,3,3
33,33,1,Week 3,Rachel & Jonathan,Tango,"""Toxic""—Britney Spears",Carrie Ann Inaba,8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
33,33,1,Week 3,Rachel & Jonathan,Tango,"""Toxic""—Britney Spears",Len Goodman, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
33,33,1,Week 3,Rachel & Jonathan,Tango,"""Toxic""—Britney Spears",Bruno Tonioli, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rachel & Jonathan'],1,3,3
34,34,1,Week 3,Kelly & Alec,Jive,"""Footloose""—Kenny Loggins",Carrie Ann Inaba,6,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
34,34,1,Week 3,Kelly & Alec,Jive,"""Footloose""—Kenny Loggins",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
34,34,1,Week 3,Kelly & Alec,Jive,"""Footloose""—Kenny Loggins",Bruno Tonioli, 8,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kelly & Alec'],1,3,3
